-1.905569434165954590e+00 2.323175668716430664e+00 -1.991568922996520996e+00
-2.056406736373901367e+00 9.882845878601074219e-01 -6.308130174875259399e-02
3.498163819313049316e-01 -1.234050393104553223e+00 1.241503842175006866e-02
-2.210029125213623047e+00 2.148300170898437500e+00 -1.240412712097167969e+00
8.912418484687805176e-01 -2.278524398803710938e+00 1.641292311251163483e-02
-4.218490123748779297e+00 1.565352797508239746e+00 1.823208570480346680e+00
1.186342597007751465e+00 -1.339745044708251953e+00 -9.657799005508422852e-01
1.107662200927734375e+00 -2.643404006958007812e+00 6.277217864990234375e-01
-5.998424291610717773e-01 -2.106849998235702515e-01 -4.658437073230743408e-01
-1.204652905464172363e+00 1.635223507881164551e+00 -1.694747567176818848e+00
-1.307858526706695557e-01 -1.792339086532592773e+00 2.927425503730773926e-01
-1.748361587524414062e-01 -9.220932722091674805e-01 3.162674307823181152e-01
-9.914882183074951172e-01 -3.069605827331542969e-01 1.339505314826965332e-01
-1.855672836303710938e+00 -2.546465992927551270e-01 1.479390144348144531e+00
-2.713271975517272949e-01 -1.183352947235107422e+00 3.719986975193023682e-01
1.281324326992034912e-01 -7.461540699005126953e-01 -1.947124898433685303e-01
-3.370102941989898682e-01 -1.448834776878356934e+00 7.999252676963806152e-01
4.414298012852668762e-02 -7.799173593521118164e-01 -7.201266884803771973e-01
-1.423880577087402344e+00 -7.738657295703887939e-02 7.490867972373962402e-01
9.420722126960754395e-01 -1.570517420768737793e+00 -1.081307679414749146e-01
-4.736083447933197021e-01 -4.599877893924713135e-01 2.398595958948135376e-01
4.178564995527267456e-03 -1.221384167671203613e+00 1.873120516538619995e-01
-2.260425835847854614e-01 -1.771176576614379883e+00 1.273553133010864258e+00
-1.935592889785766602e+00 9.557574987411499023e-01 -4.692472517490386963e-01
-6.221042275428771973e-01 -8.789335489273071289e-01 1.046806454658508301e+00
-1.454494476318359375e+00 -7.872927188873291016e-01 1.571688652038574219e+00
-1.553161144256591797e+00 -2.005374431610107422e+00 2.369863748550415039e+00
-8.808306455612182617e-01 -1.122802942991256714e-01 3.276193737983703613e-01
-5.313439369201660156e-01 1.263868361711502075e-01 -5.987344384193420410e-01
-8.298318982124328613e-01 -9.044612646102905273e-01 1.176174402236938477e+00
-1.377342104911804199e+00 -4.146748781204223633e-01 7.362654805183410645e-01
-1.263261675834655762e+00 9.009843468666076660e-01 -3.313172161579132080e-01
-2.065914154052734375e+00 2.351780891418457031e+00 -1.111276388168334961e+00
1.055267572402954102e+00 -1.832241535186767578e+00 1.825169622898101807e-01
-1.663677811622619629e+00 -6.589607000350952148e-01 1.459852933883666992e+00
6.794000267982482910e-01 -1.580548763275146484e+00 -1.746287345886230469e-01
-1.034421324729919434e+00 -5.715765357017517090e-01 9.646641612052917480e-01
1.796584486961364746e+00 -1.536353707313537598e+00 -1.250601053237915039e+00
9.148874878883361816e-01 -9.742010235786437988e-01 -1.151833891868591309e+00
-2.025390625000000000e+00 -3.510510921478271484e-01 1.314077138900756836e+00
-5.943941473960876465e-01 -4.986912906169891357e-01 7.866370677947998047e-01
-1.972860813140869141e+00 3.782495558261871338e-01 5.083786249160766602e-01
9.130460768938064575e-02 -5.790858864784240723e-01 2.892474234104156494e-01
-1.089993953704833984e+00 5.090175271034240723e-01 -9.843590110540390015e-02
-1.619626879692077637e+00 5.651419758796691895e-01 3.516799807548522949e-01
-1.645814180374145508e+00 3.982508182525634766e-02 6.453806161880493164e-01
-3.121019363403320312e+00 1.235844731330871582e+00 1.354423284530639648e+00
-1.084463238716125488e+00 -2.389362752437591553e-01 1.000276684761047363e+00
-4.890574216842651367e-01 -4.551072418689727783e-01 6.695211529731750488e-01
-1.512152671813964844e+00 2.981441915035247803e-01 4.458624422550201416e-01
-2.109032683074474335e-02 4.689000248908996582e-01 -1.387709379196166992e+00
-6.151674985885620117e-01 -4.954500496387481689e-01 3.739234805107116699e-01
-6.918605566024780273e-01 9.850464463233947754e-01 -1.569508790969848633e+00
-2.258931994438171387e-01 2.020092457532882690e-01 -9.217280149459838867e-01
-8.885473012924194336e-01 -7.047040760517120361e-02 2.334495484828948975e-01
-2.590230464935302734e+00 1.252526521682739258e+00 7.600491046905517578e-01
-5.114071846008300781e+00 2.615750312805175781e+00 1.886328220367431641e+00
8.406403064727783203e-01 -1.288868427276611328e+00 -8.006646037101745605e-01
5.524343252182006836e-01 -1.030906915664672852e+00 -4.748584628105163574e-01
-6.731882691383361816e-01 5.664057731628417969e-01 -8.084915876388549805e-01
-9.351033568382263184e-01 -9.467017054557800293e-01 1.279319643974304199e+00
-3.872749805450439453e-01 -8.862612843513488770e-01 6.210307478904724121e-01
-1.233496427536010742e+00 1.476415038108825684e+00 -1.471350550651550293e+00
2.074116915464401245e-01 -8.776837587356567383e-01 3.211331069469451904e-01
-1.288826227188110352e+00 -1.989306062459945679e-01 6.939463615417480469e-01
-1.120963811874389648e+00 -3.247866928577423096e-01 5.443059206008911133e-01
-9.137852191925048828e-01 -2.773738801479339600e-01 -3.083342611789703369e-01
-2.675973415374755859e+00 3.286257266998291016e+00 -2.002375841140747070e+00
1.885049641132354736e-01 -5.758313536643981934e-01 -3.435640037059783936e-01
-1.010077953338623047e+00 -1.990174688398838043e-02 2.817825675010681152e-01
-1.431679129600524902e+00 5.883924663066864014e-03 9.479311108589172363e-01
-8.946140408515930176e-01 -6.307567358016967773e-01 7.524850368499755859e-01
-1.220239639282226562e+00 1.371795415878295898e+00 -1.511825442314147949e+00
1.232034564018249512e+00 -3.242129683494567871e-01 -1.467139959335327148e+00
-7.073836401104927063e-03 -1.023148775100708008e+00 2.031810134649276733e-01
-5.773848295211791992e-01 -4.653377532958984375e-01 5.258273482322692871e-01
-1.294526100158691406e+00 -9.153464436531066895e-01 1.474809765815734863e+00
1.763901710510253906e-01 3.111093640327453613e-01 -1.654179811477661133e+00
-1.146194100379943848e+00 -6.170427799224853516e-01 8.194754123687744141e-01
9.248098731040954590e-01 -2.284397602081298828e+00 4.750791192054748535e-01
-1.536521196365356445e+00 2.020468860864639282e-01 8.583469986915588379e-01
-8.604704737663269043e-01 -1.721126198768615723e+00 1.681529760360717773e+00
-6.812674999237060547e-01 -3.004929423332214355e-01 4.977417290210723877e-01
-8.820102810859680176e-01 -7.281227111816406250e-01 6.146296858787536621e-01
-3.347076773643493652e-01 8.613894879817962646e-02 -5.056208968162536621e-01
-1.905684471130371094e+00 1.154291629791259766e+00 -4.235047399997711182e-01
-7.446612119674682617e-01 1.482290267944335938e+00 -2.283760309219360352e+00
-2.957748472690582275e-01 -1.066259622573852539e+00 8.312499523162841797e-01
-1.413964390754699707e+00 4.085296988487243652e-01 5.621702671051025391e-01
-8.169846534729003906e-01 5.888230800628662109e-01 -6.293213367462158203e-01
6.386262178421020508e-01 -2.661746263504028320e+00 1.178102016448974609e+00
-4.900952577590942383e-01 -9.231802225112915039e-01 5.507737994194030762e-01
4.690226078033447266e+00 -2.010324001312255859e+00 -5.837329387664794922e+00
-1.227168083190917969e+00 -6.618688702583312988e-01 1.224957585334777832e+00
-1.402020454406738281e-01 -9.835422635078430176e-01 6.287468671798706055e-01
-2.952670097351074219e+00 1.203767538070678711e+00 1.345667004585266113e+00
-7.157335877418518066e-01 -2.489315569400787354e-01 6.503875851631164551e-01
-1.558540225028991699e+00 6.173178553581237793e-01 5.542767792940139771e-02
-6.970917582511901855e-01 -2.070906609296798706e-01 -3.229521811008453369e-01
-1.659601777791976929e-01 -3.094797208905220032e-02 -7.209608554840087891e-01
-2.687696218490600586e-01 -4.278633594512939453e-01 4.339657723903656006e-01
-2.765730321407318115e-01 7.877268791198730469e-01 -1.945168256759643555e+00
2.938995599746704102e+00 -8.797039031982421875e+00 3.022629976272583008e+00
-8.997027277946472168e-01 -3.142884969711303711e-01 8.695131540298461914e-01
-1.853009223937988281e+00 6.717910170555114746e-01 1.349577903747558594e-01
-2.007682561874389648e+00 1.194421052932739258e+00 -2.856497466564178467e-01
-4.784652888774871826e-01 -6.983765363693237305e-01 8.623248934745788574e-01
-7.246910333633422852e-01 -9.561380743980407715e-01 1.154169321060180664e+00
-6.219094991683959961e-01 9.967091679573059082e-02 -6.751134991645812988e-01
1.975815892219543457e+00 -2.181932210922241211e+00 -8.229566216468811035e-01
-4.208495020866394043e-01 -9.950671195983886719e-01 2.880444526672363281e-01
-1.773115634918212891e+00 4.790152609348297119e-01 2.060874104499816895e-01
-5.905787646770477295e-02 -9.829482436180114746e-01 4.241973161697387695e-01
1.333714127540588379e-01 -6.505160033702850342e-02 -4.717004299163818359e-01
2.466725707054138184e-01 -1.315566897392272949e+00 1.087180990725755692e-02
-6.491184234619140625e-01 -4.623898267745971680e-01 1.466838121414184570e-01
-7.727483510971069336e-01 -1.027324318885803223e+00 1.217724680900573730e+00
-1.155471444129943848e+00 -7.055550813674926758e-02 9.160569310188293457e-02
-6.269996166229248047e-01 -6.807213425636291504e-01 -3.088846243917942047e-02
1.533193886280059814e-01 -1.999797463417053223e+00 1.177323937416076660e+00
3.501517474651336670e-01 -1.705996870994567871e+00 8.670750856399536133e-01
-2.499897480010986328e-01 -7.353177666664123535e-01 -2.842451632022857666e-01
-3.157928705215454102e+00 -4.074149131774902344e-01 2.677760839462280273e+00
-7.065103650093078613e-01 -4.384295642375946045e-01 7.380217909812927246e-01
-3.265263736248016357e-01 -1.003899216651916504e+00 3.059170842170715332e-01
-1.788499236106872559e+00 1.590032458305358887e+00 -1.400535225868225098e+00
1.668259054422378540e-01 -1.711949110031127930e+00 5.504607558250427246e-01
8.486109375953674316e-01 -9.545685052871704102e-01 -1.184436678886413574e+00
1.886468976736068726e-01 -1.404675722122192383e+00 6.977041065692901611e-02
4.514644145965576172e-01 -9.208084940910339355e-01 -5.622571706771850586e-01
1.524053812026977539e-01 -1.418539285659790039e+00 2.503415942192077637e-01
-9.340814352035522461e-01 8.892397284507751465e-01 -8.916289210319519043e-01
-5.932378172874450684e-01 -3.793024122714996338e-01 5.410906076431274414e-01
6.568138003349304199e-01 -1.965616464614868164e+00 6.123836040496826172e-01
1.859985291957855225e-01 -9.817886948585510254e-01 -1.886232942342758179e-02
-2.079468816518783569e-01 -1.073988795280456543e+00 4.562281072139739990e-01
-2.518097639083862305e+00 1.365127563476562500e+00 -1.234153509140014648e-01
1.662249445915222168e+00 -2.652004241943359375e+00 -6.362922489643096924e-02
1.670538425445556641e+00 -2.752390623092651367e+00 -1.905754208564758301e-01
-1.221086978912353516e+00 6.641772985458374023e-01 -5.844500064849853516e-01
-3.463642001152038574e-01 -4.802110791206359863e-01 3.282294273376464844e-01
-1.709873199462890625e+00 3.576954305171966553e-01 6.296740770339965820e-01
-2.949520051479339600e-01 -3.236345052719116211e-01 1.862772107124328613e-01
3.373107910156250000e-01 -1.026867866516113281e+00 -2.302858084440231323e-01
4.539422392845153809e-01 -7.476831078529357910e-01 -7.746896147727966309e-01
2.052081584930419922e+00 -4.164747595787048340e-01 -2.733514070510864258e+00
-1.548211932182312012e+00 2.139352709054946899e-01 4.498133361339569092e-01
-1.661431908607482910e+00 -1.190177053213119507e-01 1.287387967109680176e+00
4.746903181076049805e-01 -7.402059435844421387e-01 -2.441694885492324829e-01
4.585524499416351318e-01 -1.144785284996032715e+00 -1.329496204853057861e-01
-2.136595249176025391e+00 1.303776502609252930e+00 -3.161029815673828125e-01
-1.661859750747680664e+00 1.196776151657104492e+00 -2.507293224334716797e-01
-3.738732814788818359e+00 1.308996558189392090e+00 1.642396211624145508e+00
-9.790590405464172363e-01 -7.265520095825195312e-01 9.330285787582397461e-01
-1.039835289120674133e-01 -5.709046721458435059e-01 -1.808396130800247192e-01
-7.244199514389038086e-01 -1.171355366706848145e+00 1.053657889366149902e+00
-7.029009461402893066e-01 -9.339662194252014160e-01 9.558358788490295410e-01
2.317833155393600464e-02 -1.302641749382019043e+00 7.150618433952331543e-01
5.726242065429687500e-01 -1.597442507743835449e+00 1.639415509998798370e-02
-2.379812717437744141e+00 -1.321801245212554932e-01 1.902674436569213867e+00
5.308134108781814575e-02 -9.007401466369628906e-01 -9.088467806577682495e-02
-8.546810746192932129e-01 -1.079988002777099609e+00 1.410744309425354004e+00
-1.105280280113220215e+00 -5.422689318656921387e-01 6.191366910934448242e-01
7.635327577590942383e-01 -9.913616776466369629e-01 -9.135120511054992676e-01
-1.640166044235229492e+00 3.882156014442443848e-01 3.993003070354461670e-01
-1.909019947052001953e-01 -1.286033391952514648e+00 7.368791103363037109e-01
6.793016791343688965e-01 -1.605410933494567871e+00 -1.884510070085525513e-01
-5.974541604518890381e-02 -8.614655137062072754e-01 1.847889721393585205e-01
-1.003808975219726562e+00 -1.551919430494308472e-01 8.198019862174987793e-01
-9.606904983520507812e-01 2.062053084373474121e-01 1.939030131325125694e-03
-1.481793045997619629e+00 -2.064018964767456055e+00 2.261051893234252930e+00
-7.469884753227233887e-01 -9.269294738769531250e-01 1.107218980789184570e+00
-4.542667865753173828e-01 -7.718334197998046875e-01 8.073027133941650391e-01
-1.076432943344116211e+00 6.746450662612915039e-01 -7.351804971694946289e-01
-3.055584430694580078e-01 -4.058648645877838135e-01 1.479865014553070068e-01
-1.191419482231140137e+00 5.074006319046020508e-01 -3.864197134971618652e-01
-3.977696597576141357e-01 -9.018242359161376953e-01 6.365466713905334473e-01
